TransactionID,TransactionDate,BankName,CustomerID,AccountType,Branch,TransactionType,Amount,Balance,LoanFlag,RiskCategory,Channel,CustomerAge,Gender,CityTier
202503-22,2025-03-22,SBI,70100,Savings,Chennai,Credit,11814,398538,No,Low,Online,47,Female,Tier 2
202503-23,2025-03-23,Yes Bank,19860,Loan,Chennai,Debit,24454,85703,No,High,ATM,48,Male,Tier 2
202503-24,2025-03-24,SBI,90642,Savings,Bangalore,Debit,22008,348234,No,Low,Online,66,Female,Tier 2
202503-25,2025-03-25,HDFC,60612,Current,Mumbai,Debit,22469,289404,No,Low,UPI,22,Female,Tier 1
202503-26,2025-03-26,SBI,33574,Savings,Bangalore,Debit,46159,122581,No,Low,UPI,61,Male,Tier 2
202503-27,2025-03-27,Kotak,33524,Savings,Pune,Credit,38045,275956,Yes,Low,UPI,67,Male,Tier 2
202503-28,2025-03-28,Axis,79172,Savings,Bangalore,Debit,37168,431240,Yes,Low,UPI,31,Female,Tier 2
202503-29,2025-03-29,HDFC,20916,Current,Chennai,Credit,23561,199728,Yes,Medium,Online,28,Male,Tier 1
202503-30,2025-03-30,SBI,14809,Current,Delhi,Credit,14216,388292,No,High,UPI,26,Male,Tier 3
202503-31,2025-03-31,Kotak,42201,Loan,Chennai,Credit,40249,430501,No,High,Branch,51,Female,Tier 3
202503-32,2025-04-01,PNB,63330,Current,Pune,Credit,39644,495652,No,Medium,Online,29,Female,Tier 2
202503-33,2025-04-02,Kotak,23456,Current,Bangalore,Credit,17407,126421,Yes,Medium,Online,52,Male,Tier 1
202503-34,2025-04-03,Axis,66397,Loan,Bangalore,Credit,19277,11605,No,Low,Online,52,Male,Tier 3
202503-35,2025-04-04,Axis,48765,Current,Delhi,Debit,28193,474374,No,Medium,UPI,18,Female,Tier 1
202503-36,2025-04-05,Kotak,44816,Savings,Bangalore,Debit,43428,82303,Yes,Low,UPI,57,Male,Tier 3
202503-37,2025-04-06,SBI,55106,Savings,Chennai,Debit,26829,168211,No,Low,Branch,39,Female,Tier 1
202503-38,2025-04-07,Axis,63932,Current,Chennai,Credit,47392,480365,No,Low,Branch,46,Male,Tier 1
202503-39,2025-04-08,HDFC,27100,Current,Pune,Debit,16782,197210,Yes,Medium,Online,25,Male,Tier 1
202503-40,2025-04-09,Axis,67091,Current,Mumbai,Debit,24124,271949,No,Low,ATM,28,Male,Tier 3
202503-41,2025-04-10,BOB,31949,Current,Mumbai,Credit,23821,348269,Yes,Low,UPI,58,Female,Tier 3
202503-42,2025-04-11,BOB,80080,Loan,Pune,Credit,10988,154990,Yes,Low,ATM,54,Female,Tier 2
202503-43,2025-04-12,SBI,47744,Savings,Delhi,Credit,23074,488871,Yes,Low,Branch,31,Female,Tier 3
202503-44,2025-04-13,HDFC,55543,Loan,Chennai,Debit,5740,168518,Yes,Medium,ATM,47,Male,Tier 3
202503-45,2025-04-14,BOB,46187,Current,Pune,Credit,43721,134040,No,High,ATM,52,Female,Tier 2
202503-46,2025-04-15,HDFC,17239,Loan,Pune,Debit,10978,154118,Yes,High,Branch,38,Male,Tier 3
202503-47,2025-04-16,PNB,24489,Loan,Chennai,Credit,45662,428034,Yes,High,Online,54,Male,Tier 2
202503-48,2025-04-17,Yes Bank,68017,Loan,Mumbai,Credit,19762,241966,Yes,Low,Branch,22,Female,Tier 3
202503-49,2025-04-18,SBI,71877,Loan,Chennai,Debit,4932,276468,Yes,Medium,ATM,36,Male,Tier 2
202503-50,2025-04-19,Kotak,53125,Savings,Pune,Credit,30221,348467,No,Medium,Online,31,Female,Tier 2
202503-51,2025-04-20,Kotak,59922,Loan,Bangalore,Debit,14068,281255,Yes,High,ATM,43,Male,Tier 3
202503-52,2025-04-21,SBI,42049,Loan,Delhi,Debit,14678,441326,No,Medium,Online,21,Female,Tier 2
202503-53,2025-04-22,Kotak,47131,Savings,Bangalore,Debit,22695,26389,No,High,UPI,42,Male,Tier 3
202503-54,2025-04-23,HDFC,52944,Loan,Delhi,Credit,802,132177,Yes,Low,Online,62,Female,Tier 1
202503-55,2025-04-24,HDFC,83963,Loan,Delhi,Credit,17522,313571,Yes,Medium,UPI,59,Male,Tier 3
202503-56,2025-04-25,Kotak,34285,Savings,Mumbai,Debit,555,482795,Yes,Medium,Online,42,Female,Tier 3
202503-57,2025-04-26,PNB,47626,Current,Mumbai,Credit,46281,169818,No,Low,UPI,35,Female,Tier 3
202503-58,2025-04-27,SBI,52808,Current,Chennai,Debit,9217,132883,No,Medium,Branch,57,Male,Tier 3
202503-59,2025-04-28,SBI,98464,Savings,Chennai,Debit,29199,228958,Yes,Low,ATM,25,Male,Tier 2
202503-60,2025-04-29,PNB,63871,Loan,Bangalore,Debit,8650,248213,Yes,Low,Branch,56,Female,Tier 3
202503-61,2025-04-30,Kotak,29198,Current,Bangalore,Credit,2625,403333,Yes,Low,UPI,57,Male,Tier 3
202503-62,2025-05-01,Kotak,29758,Current,Delhi,Credit,44747,397952,Yes,High,UPI,31,Female,Tier 2
202503-63,2025-05-02,BOB,25254,Current,Mumbai,Debit,49013,122221,Yes,Low,Branch,49,Male,Tier 2
202503-64,2025-05-03,Axis,54238,Current,Pune,Debit,17248,487687,Yes,Medium,ATM,68,Male,Tier 3
202503-65,2025-05-04,SBI,11252,Loan,Delhi,Debit,40077,285378,Yes,Medium,Branch,55,Female,Tier 1
202503-66,2025-05-05,SBI,49764,Savings,Chennai,Credit,5121,270669,Yes,Medium,Online,50,Male,Tier 2
202503-67,2025-05-06,PNB,87709,Current,Mumbai,Debit,15534,244936,No,Medium,UPI,40,Female,Tier 1
202503-68,2025-05-07,HDFC,47441,Current,Delhi,Credit,46891,325585,Yes,Medium,UPI,32,Male,Tier 1
202503-69,2025-05-08,HDFC,63682,Loan,Chennai,Debit,5626,10846,Yes,Low,UPI,50,Female,Tier 1
202503-70,2025-05-09,ICICI,69494,Savings,Chennai,Debit,5622,20954,Yes,Low,ATM,42,Female,Tier 1
202503-71,2025-05-10,Axis,91317,Current,Pune,Credit,18530,351383,Yes,Medium,Online,34,Male,Tier 2
202503-72,2025-05-11,BOB,75215,Savings,Mumbai,Debit,17802,254761,Yes,High,Online,50,Female,Tier 2
202503-73,2025-05-12,HDFC,88587,Current,Chennai,Credit,19681,318658,No,Low,Online,64,Female,Tier 3
202503-74,2025-05-13,BOB,16949,Savings,Bangalore,Credit,39138,360380,Yes,Medium,Branch,19,Female,Tier 3
202503-75,2025-05-14,Axis,65393,Savings,Delhi,Debit,2031,369723,No,High,Online,31,Male,Tier 2
202503-76,2025-05-15,BOB,83553,Loan,Bangalore,Credit,41440,147541,Yes,Medium,Branch,57,Female,Tier 3
202503-77,2025-05-16,BOB,16941,Savings,Mumbai,Debit,40941,433321,No,High,Branch,57,Male,Tier 2
202503-78,2025-05-17,BOB,35934,Savings,Chennai,Debit,23833,314245,No,High,Online,68,Male,Tier 1
202503-79,2025-05-18,ICICI,33386,Current,Delhi,Debit,40150,74323,Yes,Low,ATM,56,Female,Tier 1
202503-80,2025-05-19,BOB,71886,Current,Bangalore,Credit,35174,101922,Yes,Low,Online,68,Female,Tier 1
202503-81,2025-05-20,Axis,85745,Current,Mumbai,Debit,36354,199139,Yes,High,ATM,23,Female,Tier 1
202503-82,2025-05-21,Kotak,93251,Savings,Bangalore,Credit,46771,190448,No,Low,Branch,23,Female,Tier 2
202503-83,2025-05-22,PNB,63413,Savings,Bangalore,Debit,8652,186659,Yes,Low,UPI,20,Male,Tier 1
202503-84,2025-05-23,ICICI,66800,Current,Delhi,Credit,39018,440192,Yes,Low,Branch,24,Female,Tier 1
202503-85,2025-05-24,ICICI,52318,Current,Pune,Debit,46040,245659,No,Low,ATM,68,Male,Tier 1
202503-86,2025-05-25,PNB,80173,Current,Pune,Debit,10767,399678,No,Medium,UPI,25,Male,Tier 2
202503-87,2025-05-26,Kotak,80390,Loan,Pune,Credit,25789,339728,Yes,High,UPI,59,Female,Tier 3
202503-88,2025-05-27,HDFC,62329,Current,Bangalore,Debit,1562,114537,Yes,Low,ATM,69,Female,Tier 3
202503-89,2025-05-28,PNB,53088,Savings,Mumbai,Credit,30426,350621,No,Low,Online,32,Male,Tier 3
202503-90,2025-05-29,ICICI,49811,Current,Chennai,Credit,6729,251983,No,Low,ATM,64,Male,Tier 1
202503-91,2025-05-30,ICICI,65479,Loan,Chennai,Credit,49777,52533,No,Low,Online,46,Female,Tier 1
202503-92,2025-05-31,SBI,95392,Current,Chennai,Credit,48415,273972,Yes,High,ATM,50,Female,Tier 3
202503-93,2025-06-01,ICICI,97369,Loan,Delhi,Credit,5132,11917,No,High,Branch,69,Male,Tier 1
202503-94,2025-06-02,Kotak,29963,Savings,Delhi,Credit,39556,292762,Yes,High,Branch,47,Female,Tier 1
202503-95,2025-06-03,BOB,65123,Loan,Delhi,Credit,4096,42254,No,Medium,Online,56,Male,Tier 1
202503-96,2025-06-04,PNB,83477,Savings,Chennai,Credit,44743,271987,No,Medium,UPI,44,Female,Tier 2
202503-97,2025-06-05,HDFC,24388,Savings,Chennai,Debit,6668,377436,No,Medium,Branch,53,Male,Tier 3
202503-98,2025-06-06,Axis,15569,Savings,Bangalore,Debit,43063,57362,Yes,Medium,Branch,46,Female,Tier 2
202503-99,2025-06-07,PNB,79836,Loan,Chennai,Credit,8061,292272,No,Medium,Online,55,Male,Tier 1
202503-100,2025-06-08,Kotak,46586,Savings,Chennai,Credit,8758,395925,No,High,Branch,50,Male,Tier 2
